block_raw,block_matched,row_number,side,structure,variety_raw,variety_matched,variety_id,rootstock_raw,rootstock_matched,rootstock_id,planting_year,tree_count,length_m,area_m2
GS/PL Trellis,GSPL Granny Smith,28,,PORTION,G/S,Granny Smith,c12ba571-815f-4c41-afae-57d07475c392,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,1997,256,128,640
GS/PL Trellis,GSPL Granny Smith,29,,PORTION,G/S,Granny Smith,c12ba571-815f-4c41-afae-57d07475c392,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1997,334,167,835
GS/PL Trellis,GSPL Granny Smith,30,,PORTION,G/S,Granny Smith,c12ba571-815f-4c41-afae-57d07475c392,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1997,334,167,835
GS/PL Trellis,GSPL Granny Smith,31,,PORTION,G/S,Granny Smith,c12ba571-815f-4c41-afae-57d07475c392,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1997,334,167,835
GS/PL Trellis,GSPL Granny Smith,32,,PORTION,G/S,Granny Smith,c12ba571-815f-4c41-afae-57d07475c392,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1997,152,76,380
GS/PL Trellis,GSPL Granny Smith,32,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,106,MM.106,070af645-e78b-4e4a-923c-6d2f8b16d174,1997,180,90,450
GS/PL Trellis,GSPL Pink Lady,33,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,106,MM.106,070af645-e78b-4e4a-923c-6d2f8b16d174,1997,332,166,830
GS/PL Trellis,GSPL Pink Lady,34,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,106,MM.106,070af645-e78b-4e4a-923c-6d2f8b16d174,1997,332,166,830
GS/PL Trellis,GSPL Pink Lady,35,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,106,MM.106,070af645-e78b-4e4a-923c-6d2f8b16d174,1997,76,38,190
GS/PL Trellis,GSPL Pink Lady,35,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,1997,166,83,415
GS/PL Trellis,GSPL Pink Lady,35,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1997,90,45,225
Lady In Red,Lady In Red,1,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2018,187,187,561
Lady In Red,Lady In Red,2,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2018,187,187,561
Lady In Red,Lady In Red,3,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2018,187,187,561
Lady In Red,Lady In Red,4,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2018,187,187,561
Lady In Red,Lady In Red,5,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2018,187,187,561
Lady In Red,Lady In Red,6,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2018,187,187,561
Lady In Red,Lady In Red,7,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2018,187,187,561
Lady In Red,Lady In Red,8,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2018,211,211.32,633.96
Lady In Red,Lady In Red,9,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2018,210,210.08,630.24
Lady In Red,Lady In Red,10,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2018,208,208.84,626.52
Lady In Red,Lady In Red,11,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2018,207,207.6,622.8
Lady In Red,Lady In Red,12,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2018,206,206.36,619.08
Lady In Red,Lady In Red,13,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2018,205,205.12,615.36
Lady In Red,Lady In Red,14,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2018,203,203.88,611.64
Lady In Red,Lady In Red,15,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2018,202,202.64,607.92
Lady In Red,Lady In Red,16,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2018,201,201.4,604.2
Lady In Red,Lady In Red,17,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2018,200,200.16,600.48
Lady In Red,Lady In Red,18,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2018,198,198.92,596.76
Lady In Red,Lady In Red,19,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2018,197,197.68,593.04
Lady In Red,Lady In Red,20,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2018,196,196.44,589.32
Lady In Red,Lady In Red,21,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2018,195,195.2,585.6
Lady In Red,Lady In Red,22,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2018,193,193.96,581.88
Lady In Red,Lady In Red,23,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2018,192,192.72,578.16
Lady In Red,Lady In Red,24,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2018,191,191.48,574.44
Lady In Red,Lady In Red,25,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2018,190,190.24,570.72
Lady In Red,Lady In Red,26,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2018,189,189,567
Lady In Red 2019,Lady In Red,1,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2019,188,188.42,565.26
Lady In Red 2019,Lady In Red,2,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2019,187,187.23,561.69
Lady In Red 2019,Lady In Red,3,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2019,186,186.04,558.12
Lady In Red 2019,Lady In Red,4,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2019,184,184.05,552.15
Lady In Red 2019,Lady In Red,5,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2019,183,183.67,551.01
Lady In Red 2019,Lady In Red,6,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2019,182,182.48,547.44
Lady In Red 2019,Lady In Red,7,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2019,181,181.29,543.87
Lady In Red 2019,Lady In Red,8,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2019,180,180.11,540.33
Lady In Red 2019,Lady In Red,9,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2019,178,178.92,536.76
Lady In Red 2019,Lady In Red,10,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2019,177,177.73,533.19
Lady In Red 2019,Lady In Red,11,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2019,176,176.54,529.62
Lady In Red 2019,Lady In Red,12,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2019,175,175.36,526.08
Lady In Red 2019,Lady In Red,13,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2019,174,174.17,522.51
Lady In Red 2019,Lady In Red,14,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2019,172,172.98,518.94
Lady In Red 2019,Lady In Red,15,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2019,171,171.79,515.37
Lady In Red 2019,Lady In Red,16,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2019,170,170.61,511.83
Lady In Red 2019,Lady In Red,17,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2019,169,169.42,508.26
Lady In Red 2019,Lady In Red,18,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2019,168,168.23,504.69
Lady In Red 2019,Lady In Red,19,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2019,167,167.05,501.15
Lady In Red 2019,Lady In Red,20,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2019,165,165.86,497.58
Lady In Red 2019,Lady In Red,21,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2019,164,164.67,494.01
Lady In Red 2019,Lady In Red,22,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2019,163,163.44,490.32
MODI 1,Modi,1,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2015,145,145,435
MODI 1,Modi,2,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2015,145,145,435
MODI 1,Modi,3,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2015,145,145,435
MODI 1,Modi,4,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2015,145,145,435
MODI 1,Modi,5,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2015,145,145,435
MODI 1,Modi,6,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2015,145,145,435
MODI 1,Modi,7,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2015,145,145,435
MODI 1,Modi,8,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2015,145,145,435
MODI 1,Modi,9,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2015,145,145,435
MODI 1,Modi,10,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2015,145,145,435
MODI 1,Modi,11,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2015,145,145,435
MODI 1,Modi,12,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2015,145,145,435
MODI 1,Modi,13,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2015,145,145,435
MODI 1,Modi,14,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2015,145,145,435
MODI 1,Modi,15,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2015,145,145,435
MODI 1,Modi,16,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2015,145,145,435
MODI 1,Modi,17,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2015,145,145,435
MODI 1,Modi,18,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2015,145,145,435
MODI 1,Modi,19,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2015,145,145,435
MODI 1,Modi,20,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2015,145,145,435
MODI 1,Modi,21,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2015,145,145,435
MODI 1,Modi,22,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2015,145,145,435
MODI 1,Modi,23,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2015,145,145,435
MODI 1,Modi,24,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2015,145,145,435
MODI 1,Modi,25,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2015,45,45,135
MODI 1,Modi,25,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2015,100,100,300
MODI 2,Modi,1,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2016,130,130.5,391.5
MODI 2,Modi,2,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2016,130,130.5,391.5
MODI 2,Modi,3,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2016,130,130.5,391.5
MODI 2,Modi,4,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2016,130,130.5,391.5
MODI 2,Modi,5,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2016,130,130.5,391.5
MODI 2,Modi,6,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2016,130,130.5,391.5
MODI 2,Modi,7,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2016,130,130.5,391.5
MODI 2,Modi,8,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2016,130,130.5,391.5
MODI 2,Modi,9,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2016,130,130.5,391.5
MODI 2,Modi,10,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2016,130,130.5,391.5
MODI 2,Modi,11,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2016,130,130.5,391.5
MODI 2,Modi,12,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2016,130,130.5,391.5
MODI 2,Modi,13,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2016,130,130.5,391.5
MODI 2,Modi,14,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2016,130,130.5,391.5
MODI 2,Modi,15,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2016,130,130.5,391.5
MODI 2,Modi,16,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2016,130,130.5,391.5
MODI 2,Modi,17,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2016,130,130.5,391.5
MODI 2,Modi,18,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2016,130,130.5,391.5
MODI 2,Modi,19,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2016,130,130.5,391.5
MODI 2,Modi,20,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2016,130,130.5,391.5
MODI 2,Modi,21,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2016,130,130.5,391.5
MODI 2,Modi,22,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2016,130,130.5,391.5
MODI 2,Modi,23,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2016,130,130.5,391.5
MODI 2,Modi,24,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2016,130,130.5,391.5
MODI 2,Modi,25,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2016,130,130.5,391.5
MODI 2,Modi,26,,PORTION,Modi,Modi,03c52970-e138-4ca2-b61e-5c07571f3d68,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2016,130,130.5,391.5
ROB DWARF PL,Dwarf Pink Lady,1,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109/M26,MM.109/MM.26,9b7e2175-9fb0-4fbc-ad28-1b1bac3d7cc0,2004,86,147,661.5
ROB DWARF PL,Dwarf Pink Lady,2,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109/M26,MM.109/MM.26,9b7e2175-9fb0-4fbc-ad28-1b1bac3d7cc0,2004,86,147,661.5
